fishID,Year,Length,Weight_kg,Age,Notes,Capture
GRC007,2006,1138,23.923,10,,TRUE
GRC008,2006,442,10.03,1,,FALSE
GRC008,2006,662,10.03,2,,FALSE
GRC008,2006,803,10.03,3,,TRUE
GRC009,2006,379,8.236,1,,FALSE
GRC009,2006,517,8.236,2,,FALSE
GRC009,2006,667,8.236,3,,FALSE
GRC009,2006,837,8.236,4,,TRUE
GRC012,2006,301,1.922,1,,FALSE
GRC012,2006,488,1.922,2,,TRUE
GRC013,2006,443,8.008,1,,FALSE
GRC013,2006,719,8.008,2,,FALSE
GRC013,2006,846,8.008,3,,TRUE
GRC014,2006,341,19.723,1,,FALSE
GRC014,2006,497,19.723,2,,FALSE
GRC014,2006,617,19.723,3,,FALSE
GRC014,2006,671,19.723,4,,FALSE
GRC014,2006,747,19.723,5,,FALSE
GRC014,2006,809,19.723,6,,FALSE
GRC014,2006,884,19.723,7,,FALSE
GRC014,2006,952,19.723,8,,FALSE
GRC014,2006,1020,19.723,9,,FALSE
GRC014,2006,1091,19.723,10,,FALSE
GRC014,2006,1135,19.723,11,,TRUE
GRC015,2006,406,7.581,1,,FALSE
GRC015,2006,621,7.581,2,,TRUE
GRC015,2006,765,7.581,3,,TRUE
GRC016,2006,439,7.228,1,,FALSE
GRC016,2006,684,7.228,2,,FALSE
GRC016,2006,809,7.228,3,,TRUE
GRC017,2006,314,1.988,1,,FALSE
GRC017,2006,466,1.988,2,,TRUE
GRC018,2006,391,7.131,1,,FALSE
GRC018,2006,637,7.131,2,,FALSE
GRC018,2006,821,7.131,3,,TRUE
GRC019,2006,287,15.917,1,,FALSE
GRC019,2006,416,15.917,2,,FALSE
GRC019,2006,541,15.917,3,,FALSE
GRC019,2006,661,15.917,4,,FALSE
GRC019,2006,736,15.917,5,,FALSE
GRC019,2006,794,15.917,6,,FALSE
GRC019,2006,856,15.917,7,,FALSE
GRC019,2006,919,15.917,8,,FALSE
GRC019,2006,981,15.917,9,,FALSE
GRC019,2006,1044,15.917,10,,TRUE
GRC020,2006,241,21.285,1,,FALSE
GRC020,2006,366,21.285,2,,FALSE
GRC020,2006,431,21.285,3,,FALSE
GRC020,2006,494,21.285,4,,FALSE
GRC020,2006,603,21.285,5,,FALSE
GRC020,2006,731,21.285,6,,FALSE
GRC020,2006,815,21.285,7,,FALSE
GRC020,2006,914,21.285,8,,FALSE
GRC020,2006,987,21.285,9,,FALSE
GRC020,2006,1086,21.285,10,,TRUE
GRC021,2006,443,2.929,1,,FALSE
GRC021,2006,525,2.929,2,,TRUE
GRC023,2006,170,8.322,1,,FALSE
GRC023,2006,248,8.322,2,,FALSE
GRC023,2006,373,8.322,3,,FALSE
GRC023,2006,455,8.322,4,,FALSE
GRC023,2006,532,8.322,5,,FALSE
GRC023,2006,614,8.322,6,,FALSE
GRC023,2006,671,8.322,7,,FALSE
GRC023,2006,725,8.322,8,,FALSE
GRC023,2006,805,8.322,9,,TRUE
GRC024,2006,272,8.398,1,,FALSE
GRC024,2006,439,8.398,2,,FALSE
GRC024,2006,610,8.398,3,,FALSE
GRC024,2006,769,8.398,4,,TRUE
GRC025,2006,346,7.264,1,,FALSE
GRC025,2006,560,7.264,2,,FALSE
GRC025,2006,766,7.264,3,,TRUE
GRC026,2006,462,6.81,1,,FALSE
GRC026,2006,615,6.81,2,,FALSE
GRC026,2006,724,6.81,3,,TRUE
GRC027,2006,292,18.16,1,,FALSE
GRC027,2006,398,18.16,2,,FALSE
GRC027,2006,485,18.16,3,,FALSE
GRC027,2006,576,18.16,4,,FALSE
GRC027,2006,665,18.16,5,,FALSE
GRC027,2006,751,18.16,6,,FALSE
GRC027,2006,810,18.16,7,,FALSE
GRC027,2006,879,18.16,8,,FALSE
GRC027,2006,934,18.16,9,,FALSE
GRC027,2006,986,18.16,10,,FALSE
GRC027,2006,1049,18.16,11,,FALSE
GRC027,2006,1095,18.16,12,,TRUE
GRC028,2006,361,21.565,1,,FALSE
GRC028,2006,489,21.565,2,,FALSE
GRC028,2006,632,21.565,3,,FALSE
GRC028,2006,738,21.565,4,,FALSE
GRC028,2006,839,21.565,5,,FALSE
GRC028,2006,903,21.565,6,,FALSE
GRC028,2006,978,21.565,7,,FALSE
GRC028,2006,1064,21.565,8,,FALSE
GRC028,2006,1136,21.565,9,,FALSE
GRC028,2006,1202,21.565,10,,FALSE
GRC028,2006,1240,21.565,11,,TRUE
GRC029,2006,533,8.626,1,,FALSE
GRC029,2006,703,8.626,2,,FALSE
GRC029,2006,829,8.626,3,,TRUE
GRC030,2006,428,4.786,1,,FALSE
GRC030,2006,632,4.786,2,,FALSE
GRC030,2006,700,4.786,3,,TRUE
GRC032,2006,348,7.037,1,,FALSE
GRC032,2006,574,7.037,2,,FALSE
GRC032,2006,793,7.037,3,,TRUE
GRC033,2006,267,10.896,1,,TRUE
GRC033,2006,419,10.896,2,,FALSE
GRC033,2006,644,10.896,3,,FALSE
GRC033,2006,810,10.896,4,,FALSE
GRC034,2006,269,7.491,1,,TRUE
GRC034,2006,464,7.491,2,,FALSE
GRC034,2006,602,7.491,3,,FALSE
GRC034,2006,687,7.491,4,,TRUE
GRC035,2006,266,18.614,1,,FALSE
GRC035,2006,397,18.614,2,,FALSE
GRC035,2006,548,18.614,3,,FALSE
GRC035,2006,622,18.614,4,,FALSE
GRC035,2006,708,18.614,5,,FALSE
GRC035,2006,786,18.614,6,,FALSE
GRC035,2006,900,18.614,7,,FALSE
GRC035,2006,1002,18.614,8,,FALSE
GRC035,2006,1113,18.614,9,,FALSE
GRC035,2006,1187,18.614,10,,FALSE
GRC036,2006,289,23.154,1,,FALSE
GRC036,2006,467,23.154,2,,FALSE
GRC036,2006,597,23.154,3,,FALSE
GRC036,2006,735,23.154,4,,FALSE
GRC036,2006,805,23.154,5,,FALSE
GRC036,2006,864,23.154,6,,FALSE
GRC036,2006,956,23.154,7,,FALSE
GRC036,2006,1015,23.154,8,,FALSE
GRC036,2006,1086,23.154,9,,FALSE
GRC036,2006,1156,23.154,10,,FALSE
GRC036,2006,1207,23.154,11,,FALSE
GRC036,2006,1262,23.154,12,,TRUE
GRC037,2006,297,19.068,1,,FALSE
GRC037,2006,531,19.068,2,,FALSE
GRC037,2006,703,19.068,3,,FALSE
GRC037,2006,755,19.068,4,,FALSE
GRC037,2006,821,19.068,5,,FALSE
GRC037,2006,873,19.068,6,,FALSE
GRC037,2006,910,19.068,7,,FALSE
GRC037,2006,947,19.068,8,,FALSE
GRC037,2006,1028,19.068,9,,FALSE
GRC037,2006,1095,19.068,10,,FALSE
GRC037,2006,1147,19.068,11,,TRUE
GRC038,2006,203,19.522,1,,FALSE
GRC038,2006,312,19.522,2,,FALSE
GRC038,2006,393,19.522,3,,FALSE
GRC038,2006,558,19.522,4,,FALSE
GRC038,2006,661,19.522,5,,FALSE
GRC038,2006,759,19.522,6,,FALSE
GRC038,2006,863,19.522,7,,FALSE
GRC038,2006,949,19.522,8,,FALSE
GRC038,2006,1026,19.522,9,,FALSE
GRC038,2006,1104,19.522,10,,FALSE
GRC038,2006,1153,19.522,11,,FALSE
GRC038,2006,1207,19.522,12,,TRUE
